ID,SKU,Manufacturer,Model,Variant,Network,Capacity,Color,Grade,Damages,Weight,Weight Unit
3940744,SONYWH10LM5161621UNKNUK,Sony _,Sony WH1000XM5/L Over-Ear Noise Cancelling Bluetooth Headphones - Blue,WH1000XM5/B/CA,027242923232,16162187,Unknown,Unknown,"",,
3940745,SONYWH1000XM5BHEADPHONEBLUECD32U,Sony _,Sony WH1000XM5/L Over-Ear Noise Cancelling Bluetooth Headphones - Blue,WH1000XM5/B/CA,027242923232,16162187,Unknown,CD Grade,"",,
3940809,WH1000XM5OVENCBTHEADPHONESILVCD2P5,Sony _,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones - Silver,WH1000XM5/S/CA,027242923249,16162186,Unknown,CD Grade,"",,
3940861,LOGI9810007133690UNKNPR,LOGITECH,Logitech 981-000742 G935 RF Wireless Gaming Headset with Microphone - Black,981-000742/CA,097855144508,13369093,Unknown,PARTS & REPAIR,"",,
3940864,AIRPODS3RDGENLIGHTCASEWHITEC,APPLE -,Apple MPNY3AM/A AirPods (3rd generation) In-Ear Truly Wireless Headphones with Lightning Charging Case - White,MPNY3AM/A/CA,194253324034,16486692,Unknown,C Grade,"",,
3941205,AIRPODS3RDGENLIGHTCASEWHITC,Apple,AIRPODS (3rd Gen) WITH LIGHTNING CASE,MPNY3AM/A,194253324034,16486692,Unknown,C Grade,"",,
3941210,SHOKZOPENRUNSTDONEBLACCD2T5,Shokz,Shokz (S803-ST-BK-CA-153) OpenRun Bone Conduction Open-Ear Bluetooth Headphones - Black,S803-ST-BK-CA-153/CA,810092675938,15954867,Unknown,CD Grade,"",,
3941221,QUIETCOMFORTULTRAEARBUDSMOONBLUBM,TL,BOSE QUIETCOMFORT ULTRA EARBUDS MOON BLU,882826-0050,17817851329,17701536,Unknown,BM Grade,"",,
3941239,JABRAELITE4INEARBLACB,Jabra,Jabra Elite 4 Active In-Ear Noise Cancelling Truly Wireless Headphones - Black,ELITE 4 ACTIVE/BLK/CA,615822015899,15917208,Unknown,B Grade,"",,
3941248,VIPERV2PROWLGAMINGMOUSEWHITB,Razer,Razer RZ01-04390200-R3U1 Viper V2 Pro 3200 DPI Wireless Gaming Mouse - White,RZ01-04390200-R3U1/CA,840272901526,16157520,Unknown,B Grade,"",,
3941249,XBOX166094UNKNA,Microsoft,XBOX X WIRELESS CTRL SHOCK BLUE V2,QAU-00065,889842782721,16609481,Unknown,A Grade,"",,
3941250,BASILISKV3X18KDPIMOUSEBLACA,Razer,Razer RZ01-04870100-R3U1 Basilisk V3 X HyperSpeed 18000 DPI Wireless Optical Gaming Mouse - Classic Black,RZ01-04870100-R3U1/CA,840272906965,16932767,Unknown,A Grade,"",,
3941251,SONYWHCHBT167031UNKNC,TL,SONY WHCH520 BT ONE BT HP W/MIC WHITE,WHCH520/W,27242925465,16703137,Unknown,C Grade,"",,
3941252,VOYAGERLEGENDBTHEADSETBLACC,Plantronics,Plantronics 87300-203 Voyager Legend Bluetooth Headset - Black,87300-203/CA,017229173316,11428776,Unknown,C Grade,"",,
3941253,SAMSUNGSMR86156056UNKNCD,Samsung Watch,Samsung SM-R860NZDAASA Galaxy Watch4 40mm Smartwatch with Custom Band - Pink Gold,SM-R860NZDAASA/CA,Unknown,15605604,Unknown,CD Grade,"",,
3941255,GALAXYWATCH42R340MMPINKCD,Samsung Watch,Samsung SM-R860NZDAASA Galaxy Watch4 40mm Smartwatch with Custom Band - Pink Gold,SM-R860NZDAASA/CA,Unknown,15605604,Unknown,CD Grade,Cracked Front Glass,,
3941256,FITBSENS2163904UNKNPR,FITBIT,FITBIT SENSE 2 GRAPHITE/GRPHT BAND,FB521,810038858401,16390437,Unknown,PARTS & REPAIR,"",,
3941257,FITBITSENSE22QR(FB521)GRAPPR2QS,FITBIT,FITBIT SENSE 2 GRAPHITE/GRPHT BAND,FB521,810038858401,16390437,Unknown,PARTS & REPAIR,No Boot,,
3941259,STUDIOBUDS(MQLH3LLA)EARBUDSGOLDC,Beats by Dr. Dre,Beats By Dr. Dre MQLH3LL/A Studio Buds + In-Ear Noise Cancelling True Wireless Earbuds - Black/ Gold,MQLH3LL/A/CA,194253563624,17074722,Unknown,C Grade,"",,
3941260,AIRPODS3RDGENLIGHTCASEWHITBM,Apple,AIRPODS (3rd Gen) WITH LIGHTNING CASE,MPNY3AM/A,194253324034,16486692,Unknown,BM Grade,"",,
3941261,RAYCONEVERYDAYTWROSECD,RAYCON,RAYCON EVERYDAY TW ROSE GOLD,RBE725-21E-ROS,811162030978,15699541,Unknown,CD Grade,"",,
3941264,FITBITVERSA4(FB523)PLATBLUEB,FITBIT,Fitbit Versa 4 Smartwatch with Fitbit Premium & Heart Rate Monitor - Waterfall Blue,FB523/CA,Unknown,0,Unknown,B Grade,"",,
3941265,JABR1009918169277UNKNC,Jabra,Jabra 100-99183002-99 Elite 4 In-Ear Noise Cancelling Truly Wireless Headphones - Light Beige,100-99183002-99/CA,615822017978,16927770,Unknown,C Grade,"",,
3941266,XBOXWIRELESSCTRLDVAPORA,MICROSOFT XBOX,Microsoft QAU-00125 Xbox Wireless Controller - Dream Vapor,QAU-00125/CA,196388141456,17661143,Unknown,A Grade,"",,
3941268,JBLTOUR2PROHEADPHONEBLACB,JBL,JBL TOUR 2 PRO TWS NC HP BLACK,JBLTOURPRO2BLKAM,050036396882,17211805,Unknown,B Grade,"",,
3941371,FENIX6PROBLACBM,Garmin,GARMIN FENIX 6 BLACK/BLACK BAND,FENIX 6 PRO,753759232719,13893590,Unknown,BM Grade,"",,
3941373,BOSEQUIETCOMFORTEBIISOAPCD,BOSE,Bose QuietComfort Earbuds II In-Ear Noise Cancelling True Wireless Earbuds - Soapstone,870730-0020/CA,Unknown,16378176,Unknown,CD Grade,"",,
3941374,BOSEQUIEEARB163781UNKNC,BOSE,Bose QuietComfort Earbuds II In-Ear Noise Cancelling True Wireless Earbuds - Soapstone,870730-0020/CA,Unknown,16378176,Unknown,C Grade,"",,
3941375,NSWJOYCON123029UNKNC0002,Nintendo,NSW JOY-CON (L/R) NEON PINK / NEON GREEN,HACAJAHAA,045496881900,12302915,Unknown,C Grade,"",,
3941376,VTECVM525M5254154540UNKNC0002,GOOGLE America,"VTech VM5254 5-inch Video Baby Monitor with Night Light, Night Vison & Two-Way Audio - White",VM5254/CA,882032190221,15454080,Unknown,C Grade,"",,
3941377,FUJIINSTMINI172037UNKNC,FUJIFILM,FUJIFILM INSTAX MINI 12 LILAC GIFT SET,600023522/CA,074101949902,17203715,Unknown,C Grade,"",,
3941378,BREVBREBTEAM800101489UNKNC,BREVILLE,Breville BREBTM800XL Tea Maker,BREBTM800XL/CA,Unknown,10148908,Unknown,C Grade,"",,
3941379,VENGEANCELPX32GBDDR4C,TL,CORSAIR VENGEANCE LPX 32GB (2 X 16GB) DDR4,CMK32GX4M2D3600C18,840006618676,6470356,Unknown,C Grade,"",,
3942033,ANKERSPACEA40TWEARBUDSBLACCD,Soundcore,Soundcore by Anker Space A40 In-Ear Noise Cancelling True Wireless Earbuds - Black,A3936Z11-5/CA,Unknown,16550127,Unknown,CD Grade,"",,
3942092,JBLSOUNDGEARSENSEEARBUDSBLACBM,TL,JBL SOUNDGEAR SENSE OPEN EAR BT HP BLK,JBLSNDGEARSNSBLKAM,50036397292,17857918,Unknown,BM Grade,"",,
3942187,GARMINFENIX6PROBLACB,Garmin,GARMIN FENIX 6 BLACK/BLACK BAND,FENIX 6 PRO,753759232719,13893590,Unknown,B Grade,"",,
3942190,XBOX166094UNKNCD0003,Microsoft,XBOX X WIRELESS CTRL SHOCK BLUE V2,QAU-00065,889842782721,16609481,Unknown,CD Grade,"",,
3942229,SONYWH1000M5161621UNKNC,Sony,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones with Case- Black,WH1000XM5/B/CA,027242923232,16162187,Unknown,C Grade,"",,
3942237,PS4105208UNKNPR0002,ACTIVISION,PlayStation 4 3001547 DualShock 4 Wireless Controller - Wave Blue,3001547/CA,711719504382,10520811,Unknown,PARTS & REPAIR,"",,
3942242,PS4105208UNKNPR,ACTIVISION,PlayStation 4 3001547 DualShock 4 Wireless Controller - Wave Blue,3001547/CA,711719504382,10520811,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
3942253,APPLEEARPODS(USB-C)17278867,Apple,APPLE EARPODS (USB-C),MTJY3AM/A,195949121425,17278867,Unknown,PARTS & REPAIR,"",,
3942347,QUIETCOMFORTEARBUDSIIGREYB,TL,BOSE QUIETCOMFORT EARBUDS II LE ECLP GRY,870730-0040,17817847056,16704794,Unknown,B Grade,"",,
3942406,BEATSSTUDIOPRO2R2HEADPHONESSANDCD,Beats by Dr. Dre,Beats By Dr. Dre MQTR3LL/A Studio Pro Over-Ear Noise Cancelling Bluetooth Headphones - Sandstone,MQTR3LL/A/CA,194253715276,17160837,Unknown,CD Grade,"",,
3942441,DRDREBEATS(MJ4X3LL/A)BLACPR,Beats by Dr. Dre,Beats By Dr. Dre MJ4X3LL/A Studio Buds In-Ear Noise Cancelling Truly Wireless Headphones - Black,MJ4X3LL/A/CA,194252388297,15543695,Unknown,PARTS & REPAIR,"",,
3942445,BOSE86590100157402UNKNB,BOSE,Bose 865983-0100 SoundLink Flex Waterproof Bluetooth Wireless Speaker - Black,865983-0100/CA,017817832014,15740256,Unknown,B Grade,"",,
3942446,SOUNDLINKFLEXBTSPEAKERBLACBM,BOSE,Bose 865983-0100 SoundLink Flex Waterproof Bluetooth Wireless Speaker - Black,865983-0100/CA,017817832014,15740256,Unknown,BM Grade,"",,
3942447,SHOKZOPENFITAIRTWEARBUDSBLACPR,TL,SHOKZ OPENFIT AIR OPENEAR TW EARBUDS BLK,T511-ST-BK-CA-326,810092678878,17942766,Unknown,PARTS & REPAIR,"",,
3942486,JBLTUNE130N159569UNKNPR,JBL,JBL TUNE 130NC TWS HEADPHONES BLACK,JBLT130NCTWSBAM,050036383967,15956942,Unknown,PARTS & REPAIR,"",,
3942513,LOGITECHG935RFWLGAMINGHEADSETBLACB,LOGITECH,Logitech 981-000742 G935 RF Wireless Gaming Headset with Microphone - Black,981-000742/CA,097855144508,13369093,Unknown,B Grade,"",,
3942538,BEATSFITPRO(MK2J3LL/A)EARBUDSGREYB,Beats by Dr. Dre,Beats By Dr. Dre MK2J3LL/A Fit Pro In-Ear Noise Cancelling Truly Wireless Headphones - Sage Grey,MK2J3LL/A/CA,194252484593,15937114,Unknown,B Grade,"",,
3942548,BOSESOUNDLINKCOLORBTSPEAKERBLACC,BOSE,Bose 627840-1110 SoundLink Color Bluetooth Speaker - Black,627840-1110/CA,017817647083,7902883,Unknown,C Grade,"",,
3942575,AIRPODS3RDGENMAGCASEWHITCD,Apple,AIRPODS 3RD GENERATION W MAGSAFE CASE,MME73AM/A,194252818381,15776780,Unknown,CD Grade,"",,
3942635,JBLTUNE215BTBTHPBLACBM,JBL _,JBL JBLT215BTBLKAM Tune 215BT In-Ear Bluetooth Headphones - Black,JBLT215BTBLKAM/CA,050036373739,16924257,Unknown,BM Grade,"",,
3942640,LOGIG713TACT163717UNKNB,TL,Logitech G713 Tactile TKL RGB KB,7044072,97855170248,16371708,Unknown,B Grade,"",,
3942641,G713TACTILERGBGAMINGMECHKEYBOARDO,TL,Logitech G713 Tactile TKL RGB KB,7044072,97855170248,16371708,Unknown,OPEN BOX,"",,
3942652,BEATSFLEX3AVIN-EARHEADPHONESBLACPR,Beats by Dr. Dre,Beats By Dr. Dre MYMC2LL/A Flex In-Ear Bluetooth Headphones - Beats Black,MYMC2LL/A/CA,190199801561,15062821,Unknown,PARTS & REPAIR,"",,
3942659,BEATBYDR179350UNKNPR,Beats by Dr. Dre,Beats By Dr. Dre MUVW3LL/A Solo Buds In-Ear Sound Isolating Truly Wireless Headphones - Matte Black,MUVW3LL/A/CA,195949116353,17935079,Unknown,PARTS & REPAIR,"",,
3942660,JBLVIBEFLEXEARBUDSWHITBM,TL,JBL VIBE FLEX TRUE WIRELESS HP WHITE,JBLVFLEXWHTAM,50036391344,17039524,Unknown,BM Grade,"",,
3942662,BEATSSOLOBUDSBLACPR3AI,Beats by Dr. Dre,Beats By Dr. Dre MUVW3LL/A Solo Buds In-Ear Sound Isolating Truly Wireless Headphones - Matte Black,MUVW3LL/A/CA,195949116353,17935079,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
3942683,SENNSPORTRUE650637UNKNPR,TL,SENNHEISER SPORT TRUE WIRELESS,CX200TW1 SPORT,810091270677,6506371,Unknown,PARTS & REPAIR,"",,
3942697,NESTHUBMAX(GA00426-CA)CHALKA,Google Nest,Google Nest GA00426-CA Hub Max Smart Display with Google Assistant - Chalk,GA00426-CA/CA,842776109996,13962887,Unknown,A Grade,"",,
3942715,MOTOWATCH12045MM(MOSWZ120-PB)BLACB,Motorola,Motorola Moto Watch 120 45mm Smartwatch with Heart Rate Monitor - Black,MOSWZ120-PB/CA,Unknown,18197367,Unknown,B Grade,"",,
3942725,PS5DUALSENSEWLCTRLWHITECD,Sony,PS5 DUALSENSE WIRELESS CTRL WHITE REPLEN,1000039935,711719574293,17668451,Unknown,CD Grade,"",,
3942737,GALAXYWATCH446MMBLACC,Samsung,SAMSUNG GALAXY WATCH 4 46MM CLASSIC BLCK,GALAXY WATCH4,887276554433,15605613,Unknown,C Grade,"",,
3942758,XSXWIRECTRL166918UNKNUK,MICROSOFT STUDIOS,XSX WIRELESS CTRL ELITE V2 CORE RED,RFZ-00013,196388110803,16691895,Unknown,Unknown,"No Power, Untested - AS-IS - For Parts",,
3942759,XSXWIRECTRL166918UNKNPR,MICROSOFT STUDIOS,XSX WIRELESS CTRL ELITE V2 CORE RED,RFZ-00013,196388110803,16691895,Unknown,PARTS & REPAIR,"No Power, Untested - AS-IS - For Parts",,
3942762,PS5DUALSENSEWRCTRLGALPURPCD,Sony,PS5 DUALSENSE WIRELESS CTRL GAL PURPLE,3006414,711719546795,15905711,Unknown,CD Grade,"",,
3942766,FITBITVERSA3MIDNGOLDBM,FITBIT,FITBIT VERSA 3 MIDNIGHT/GOLD,VERSA 3,811138039998,14882492,Unknown,BM Grade,"",,
3942781,FITBITINSPIRE3GRAPC,FITBIT,FITBIT INSPIRE 3 BLACK/MIDNIGHT ZEN BAND,FB424,810073610095,16435170,Unknown,C Grade,"",,
3942813,SHOKZOPENFITEARBUDSBLACBM,Shokz,Shokz T910-ST-BK-CA-153 OpenFit Open-Ear True Wireless Earbuds - Black,T910-ST-BK-CA-153/CA,810092676157,17157205,Unknown,BM Grade,"",,
3942815,PS5DUALSENSEWLCTRLWHITCD,Sony PlayStation,Sony 1000039935 PlayStation 5 DualSense Wireless Controller - White,1000039935/CA,711719574293,17668451,Unknown,CD Grade,"",,
3942818,EARPODSWLIGHTNINGCONNECTORPR,Apple,APPLE EARPODS WITH LIGHTNING CONNECTOR,EARPODS/CA,190198001696,10588892,Unknown,PARTS & REPAIR,"",,
3942819,APPLEARPWITH105888UNKNPR,Apple,APPLE EARPODS WITH LIGHTNING CONNECTOR,EARPODS/CA,190198001696,10588892,Unknown,PARTS & REPAIR,No Power,,
3942868,TPLINKRE650WIFIEXTBM,DYNEX,TP-Link RE650 AC2600 Wi-Fi Range Ext,RE650,0845973095857,13893661,Unknown,BM Grade,"",,
3942869,PS5DUALSENSECTRLSTERSILVA,Sony PlayStation,Sony 1000039941 PlayStation 5 DualSense Wireless Controller - Sterling Silver,1000039941/CA,711719572701,17341067,Unknown,A Grade,"",,
3942876,DUALSENSEWRCTRLGALPURPLEBM,Sony,PS5 DUALSENSE WIRELESS CTRL GAL PURPLE,3006414,711719546795,15905711,Unknown,BM Grade,"",,
3942941,SONYWFC500157448UNKNC,Sony _,Sony WF-C500 In-Ear Sound Isolating Truly Wireless Headphones - Black,WFC500/B/CA,027242922686,15744828,Unknown,C Grade,"",,
3942965,XBOXPOWERAWIREDCTRLBLACCPR,POWERA,POWERA XBOX WIRED CTRL BLACK,1516953-01,617885024146,15000497,Unknown,PARTS & REPAIR,"",,
3942974,XBOXWRCTRL QAU-00103NOCTOC,MICROSOFT XBOX,Microsoft QAU-00103 Xbox Wireless Controller - Nocturnal Vapor Edition,QAU-00103/CA,889842946901,17720564,Unknown,C Grade,"",,
3942982,SOUNBYANKE155603UNKNC0002,Soundcore,Soundcore by Anker Rave PartyCast Splashproof Bluetooth Wireless Speaker - Black,A3390Z12-5/,Unknown,15560397,Unknown,C Grade,"",,
3942983,SOUNBYANKE155603UNKNC,Soundcore,Soundcore by Anker Rave PartyCast Splashproof Bluetooth Wireless Speaker - Black,A3390Z12-5/,Unknown,15560397,Unknown,C Grade,Cosmetic Damage - Power on & Functions well - See Photos,,
3942989,XBOXWRQAU-00021CTRLELECVOLTB,MICROSOFT STUDIOS,XBOX WIRELESS CTLR ELECTRIC VOLT,QAU-00021,889842716511,15363532,Unknown,B Grade,"",,
3943002,XBOXELITESERIES2COREBLUEBM,MICROSOFT XBOX,Microsoft RFZ-00017 Xbox Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - Blue,RFZ-00017/CA,196388110834,16691894,Unknown,BM Grade,"",,
3943004,SHARCD29CD177024UNKNPR,TL,SHARP CD290 CD BOOMBOX W/ CASSETTE,QT-CD290,74000702325,17702457,Unknown,PARTS & REPAIR,"",,
3943009,DUALSENSEWRCTRLRSTERSILVB,Sony PlayStation,Sony 1000039941 PlayStation 5 DualSense Wireless Controller - Sterling Silver,1000039941/CA,711719572701,17341067,Unknown,B Grade,"",,
3943024,PS5DUALSENSECTRLCHROMAPEARLA,Sony,PS5 DUALSENSE CTRL CHROMA PEARL,1000044153,711719587583,18483790,Unknown,A Grade,"",,
3943064,METAQUEST2128GBLGREYC,Oculus,META QUEST 2 128GB LIGHT GREY,899-00188-02,815820022749,15490835,Unknown,C Grade,"",,
3943141,PS5DUALSENSEWIRELESSCTRLSTRBLUCD,Sony,PS5 DUALSENSE WIRELESS CTRL STARLIGHT BL,1000039940,711719574347,17732067,Unknown,CD Grade,"",,
3943165,PS5154802UNKNC0002,Sony,PS5 DUALSENSE WIRELESS CTRL COSMIC RED,3006411,711719546764,15480211,Unknown,C Grade,"",,
3943172,NESTAUDIOSPKRCHALKC,Google,GOOGLE NEST AUDIO SPKR CHALK,GA01420-CA,193575006338,14898778,Unknown,C Grade,"",,
3943186,PS5DUALSENSEWLCTRLRGPURPCD,Sony PlayStation,Sony (1000039939) PlayStation 5 DualSense Wireless Controller - Galactic Purple,1000039939/CA,711719574330,17977846,Unknown,CD Grade,"",,
3943188,IDEAPAD114IJL764GBGREYBM,Lenovo PC,Lenovo 82LV003TCF IdeaPad 1-14IJL7 Laptop 14-inch Intel Celeron N4500N 1.1GHz 4GB 64GB eMMC - Cloud Grey,82LV003TCF/CA,196379312582,16204908,Unknown,BM Grade,"",,
3943189,CX1500FKABH91CHROME128GBSILVC,Asus PC,ASUS CX1500FKA-BH91 Chromebook 15.6-inch Intel Pentium Silver N6000 1.1GHz 8GB RAM 128GB eMMC - Silver,CX1500FKA-BH91-CB/CA,197105282933,17203639,Unknown,C Grade,"",,
3943256,PS4123358UNKNC,Sony,Sony 3002841 PlayStation 4 DUALSHOCK 4 Wireless Controller - Midnight Blue,3002841/CA,711719516989,12335815,Unknown,C Grade,"",,
3943257,XBOXELITESERIES2CORECTRLWHITC,MICROSOFT STUDIOS,Xbox Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - White,4IK-00001,889842717068,16433594,Unknown,C Grade,"",,
3943327,XBOXELITESERIES238PCORECTRLWHITCD,MICROSOFT STUDIOS,Xbox Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - White,4IK-00001,889842717068,16433594,Unknown,CD Grade,"",,
3943335,JBLGO3WPBTWRSPEAKERBLACBM,JBL _,JBL Go 3 Waterproof Bluetooth Wireless Speaker - Black,JBLGO3BLKAM,Unknown,15002128,Unknown,BM Grade,"",,
3943377,PS5DUALSENSEWIRELESSCTRLSTRBLUEB,Sony,PS5 DUALSENSE WIRELESS CTRL STARLIGHT BL,1000039940,711719574347,17732067,Unknown,B Grade,"",,
3943383,PS5DUALSENSEWIRELESSCTRLSTRBLUC,Sony,PS5 DUALSENSE WIRELESS CTRL STARLIGHT BL,1000039940,711719574347,17732067,Unknown,C Grade,"",,
3943399,PS5DUALSENSEWRLCTRLWHITCD,Sony,PlayStation 5 DualSense Wireless Controller (3005739) - White,3005739/CA,711719541226,14962193,Unknown,CD Grade,"",,
3943419,PS5DUALSENSEWLCTRLRGPURPBM,Sony PlayStation,Sony (1000039939) PlayStation 5 DualSense Wireless Controller - Galactic Purple,1000039939/CA,711719574330,17977846,Unknown,BM Grade,"",,
3943603,XBOXQAU00150XBOXWRCTRLSKYCIPHERSCD,MICROSOFT XBOX,Microsoft QAU-00150 Xbox Wireless Controller - Sky Cipher Special Edition,QAU-00150/CA,196388334056,18188717,Unknown,CD Grade,"",,
3943604,ZFOLD4256GBCRBGCD,Samsung,Z Fold 4,SM-F936WZKEXAC,Wi-Fi,256GB,Cream Beige,CD Grade,"",,
3943607,ZFOLD53GMSM-F946W512BLACCD3GM,Samsung,Z Fold 5,SM-F946W,Wi-Fi,512GB,Phantom Black,CD Grade,"",,
3943678,ZFOLD53GMSM-F946W512BLACCD,Samsung,Z Fold 5,SM-F946W,Wi-Fi,512GB,Phantom Black,CD Grade,"Broken LCD, Broken Camera Lens",,
3943686,ZFOLD5512GBPHBLCD,Samsung,Z Fold 5,SM-F946W,Wi-Fi,512GB,Phantom Black,CD Grade,Broken Camera Lens,,
3943696,XBOX169614UNKNC,MICROSOFT STUDIOS,XBOX X WIRELESS CTRL VELOCITY GREEN,QAU-00090,889842896473,16961493,Unknown,C Grade,"",,
3943699,STUDIOSXBOXXWIRELESSCTRLGOLDSHADBM,Microsoft,XBOX X WIRELESS CTRL GOLD SHADOW,QAU-00121,196388141425,17221469,Unknown,BM Grade,"",,
3943702,XBOXWIRELESSCTLR QAU-00011REDCD,MICROSOFT STUDIOS,XBOX WIRELESS CTLR PULSE RED,QAU-00011,889842707106,15260924,Unknown,CD Grade,"",,
3943709,STUDIOSXBOXXWIRELESSCTRLCARBONV2CD,MICROSOFT XBOX,Microsoft QAT-00007 Xbox Wireless Controller - Carbon Black,QAT-00007/CA,889842654776,16609480,Unknown,CD Grade,"",,
3943840,PS5DUALSENSEWRCTRLBLACKCD3BR,Sony,PS5 DUALSENSE WIRELESS CTRL BLACK REPLEN,1000039936,711719574309,17905836,Unknown,CD Grade,"",,
3943842,IPADAIR4THGE64GBBLUEC,Apple,iPad Air 4th Gen,A2316,Wi-Fi,64GB,Blue,C Grade,"",,
3943843,IPADAIR4THGEA231664GBLUEC,Apple,iPad Air 4th Gen,A2316,Wi-Fi,256GB,Blue,C Grade,"",,
3943844,GPROXSUPERLIGHTMOUSEWHITBM,LOGITECH,LOGITECH G PRO X SUPERLIGHT WL WHITE,910-005940,097855159625,15147118,Unknown,BM Grade,"",,
3943846,GALAXYTABA7LITEGREYCD,Samsung,SAMSUNG GALAXY TAB A7 LITE 32GB LITE GRE,SM-T220NZAAXAC,887276539300,15490519,Unknown,CD Grade,"",,
3943848,LENOZAC39169456UNKNCD,Lenovo PC,Lenovo ZAC30056US 9-inch 32GB Tab M9 Android 12 Tablet - Arctic Grey,ZAC30056US/CA,196802847834,16945648,Unknown,CD Grade,"",,
3943851,LENOVOZAC30056USM9TAB32GBGREYCD,Lenovo PC,Lenovo ZAC30056US 9-inch 32GB Tab M9 Android 12 Tablet - Arctic Grey,ZAC30056US/CA,196802847834,16945648,Unknown,CD Grade,Cracked Front Glass,,
3943852,LENOZAAJ10177447UNKNCD,Lenovo PC,Lenovo (ZAAJ0159US) 10-inch 64GB Tab M10 Plus Android Tablet - Storm Grey,ZAAJ0159US/CA,196378894195,17744706,Unknown,CD Grade,"",,
3943853,LENOVOM10HD2NDG64GREYCD,Lenovo PC,Lenovo (ZAAJ0159US) 10-inch 64GB Tab M10 Plus Android Tablet - Storm Grey,ZAAJ0159US/CA,196378894195,17744706,Unknown,CD Grade,Cracked Front Glass,,
3943860,METAQUEST2VONTROLLER128GBLGREYBM,Oculus,Oculus 899-00188-02 Meta Quest 2 128GB VR Headset with Touch Controllers - White,899-00188-02/CA,815820022749,15490835,Unknown,BM Grade,"",,
3944394,WATCHSERIES8BLACB,Apple,Watch Series 8,41MM GPS,GPS,N/A,Black,B Grade,"",,
3947250,XBOXQAU-00065CTRLSBLUEB,MICROSOFT XBOX,Microsoft QAU-00065 Xbox Wireless Controller - Shock Blue,QAU-00065/CA,889842782721,16609481,Unknown,B Grade,"",,
3947274,XBOX153635UNKNBM,MICROSOFT XBOX,Microsoft QAU-00021 Xbox Wireless Controller - Electric Volt,QAU-00021/CA,889842716511,15363532,Unknown,BM Grade,"",,
3947294,ELITESERIES2CORECTRLWHITBM,MICROSOFT STUDIOS,Xbox Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - White,4IK-00001,889842717068,16433594,Unknown,BM Grade,"",,
3947314,PS5DUALSENSEWLCTRLGREYCAMOBM,Sony,PS5 DUALSENSE WIRELESS CTRL GREYCAMO,1000030606,711719554783,16489324,Unknown,BM Grade,"",,
3947463,XBOXELITESERIES2COREBLUEB,MICROSOFT STUDIOS,XSX WIRELESS CTRL ELITE V2 CORE BLUE,RFZ-00017,196388110834,16691894,Unknown,B Grade,"",,
3947477,XBOXQAU00090WIRELESSCTRLVELOGREEBM,MICROSOFT XBOX,Microsoft QAU-00090 Xbox Wireless Controller - Velocity Green,QAU-00090/CA,889842896473,16961493,Unknown,BM Grade,"",,
3947495,XBOXELITESERIES2CORECTRLWHITBM,MICROSOFT XBOX,Xbox 4IK-00001 Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - White,4IK-00001/CA,889842717068,16433594,Unknown,BM Grade,"",,
3948335,PLAYSTATION5DISC1TBWHITC,Sony,PlayStation 5 Disc,CFI-1015A,Wi-Fi,1TB,White,C Grade,"",,
3948479,IP14128MIDNC,Apple,iPhone 14,A2881,Unlocked,128GB,Midnight,C Grade,"",,
3948647,VOYAGERLEGENDBTHEADSETBLACB,Plantronics,Plantronics 87300-203 Voyager Legend Bluetooth Headset - Black,87300-203/CA,017229173316,11428776,Unknown,B Grade,"",,
3948667,WOLVERINEV2WIREDXBOXCTRLWHITC,Razer,RAZER XBOX X WIRED CTRL WOLVERINE V2 WH,RZ06-03560200-R3U1,810056144692,15753107,Unknown,C Grade,"",,
3948875,XBOXONEELITES23CUBLACB,MICROSOFT XBOX,XBOX ONE WIRELESS CTRL ELITE S2,FST-00001,889842196344,13702316,Unknown,B Grade,"",,
3949206,BLACKSHARKV2PROWLHEADSETBLACCD,TL,Razer BlackShark V2 Pro Xbox Blk,RZ04-04530300-R3U1,840272913970,17857913,Unknown,CD Grade,"",,
3949210,JBLPARTYBOXSPEAKERCD,JBL,JBL PARTYBOX ON-THE-GO PARTY SPEAKER BLK,JBLPARTYBOXGOBAM,050036372596,15002132,Unknown,CD Grade,"",,
3949325,METAQUEST2V2256GBLGREYB,Oculus,META QUEST 2 256GB V2 LIGHT GREY,301-00409-02,815820022640,15644387,Unknown,B Grade,"",,
3949394,M10HD2NDGEN32GBIRONGREYB,Lenovo -,Lenovo ZA6W0207US 10.1-inch 32GB Android Tab M10 HD (2nd Gen) Tablet - Iron Grey,ZA6W0207US/CA,196801131125,16685845,Unknown,B Grade,"",,
3949440,EUFYSECURITYSMARTLOCKBLACC,Eufy,eufy E8530JY1-5 Security Video Wi-Fi Smart Lock - Black,E8530JY1-5/CA,194644104627,16450398,Unknown,C Grade,"",,
